mortgages_grouped_by,category,postcode_region,date,number_of_sales
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q3-2018,811
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q3-2021,913
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q3-2019,964
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q4-2017,736
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q4-2021,806
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q4-2020,875
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q4-2019,915
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Northern Ireland,Q4-2018,926
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q1-2021,2454
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q1-2018,2584
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q1-2020,2658
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q1-2017,2693
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q1-2019,2715
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q2-2020,1732
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q2-2021,2327
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q2-2017,2794
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q2-2019,2863
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q2-2018,2930
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q3-2020,2111
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q3-2021,2606
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q3-2019,2962
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q3-2018,3073
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q3-2017,3084
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q4-2020,2756
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q4-2017,2809
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q4-2021,2818
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q4-2018,2965
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Scotland,Q4-2019,3129
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q1-2020,5283
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q1-2019,5360
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q1-2017,5371
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q1-2018,5577
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q1-2021,6016
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q2-2020,3533
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q2-2019,4988
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q2-2017,5182
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q2-2018,5708
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q2-2021,6125
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q3-2020,4196
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q3-2021,4891
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q3-2019,5576
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q3-2018,6031
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q3-2017,6218
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q4-2021,5008
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q4-2020,5157
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q4-2019,5406
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q4-2017,5847
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South East,Q4-2018,6290
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q1-2017,5948
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q1-2019,6122
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q1-2018,6345
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q1-2020,6394
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q1-2021,7314
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q2-2020,4120
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q2-2017,5950
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q2-2019,6210
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q2-2018,6687
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q2-2021,7155
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q3-2020,5285
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q3-2021,6378
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q3-2019,6819
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q3-2017,6821
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q3-2018,7005
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q4-2021,6449
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q4-2020,6622
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q4-2019,6635
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q4-2017,6931
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,South West,Q4-2018,7569
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q1-2017,1251
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q1-2019,1338
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q1-2018,1355
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q1-2021,1413
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q1-2020,1443
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q2-2020,985
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q2-2017,1243
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q2-2019,1393
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q2-2018,1407
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q2-2021,1602
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q3-2020,1081
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q3-2017,1448
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q3-2021,1501
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q3-2019,1509
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q3-2018,1520
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q4-2020,1425
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q4-2017,1433
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q4-2018,1555
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q4-2019,1595
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Wales,Q4-2021,1703
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q1-2017,3014
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q1-2018,3406
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q1-2019,3417
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q1-2020,3517
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q1-2021,3649
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q2-2020,2276
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q2-2017,2993
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q2-2018,3429
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q2-2019,3543
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q2-2021,3617
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q3-2020,2713
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q3-2017,3372
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q3-2021,3569
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q3-2018,3599
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q3-2019,3856
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q4-2020,3196
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q4-2021,3319
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q4-2017,3440
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q4-2019,3671
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,West Midlands,Q4-2018,3888
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q1-2017,2780
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q1-2018,3018
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q1-2019,3075
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q1-2020,3157
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q1-2021,3172
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q2-2020,2133
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q2-2017,2755
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q2-2018,3072
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q2-2019,3118
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q2-2021,3237
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q3-2020,2480
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q3-2017,3074
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q3-2018,3259
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q3-2021,3272
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q3-2019,3303
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q4-2020,3076
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q4-2017,3168
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q4-2021,3198
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q4-2019,3408
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Yorkshire and The Humber,Q4-2018,3519
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Unknown Region,Q1-2020,95
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Unknown Region,Q1-2019,98
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Unknown Region,Q1-2017,105
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Unknown Region,Q1-2021,112
Number of sales by loan-to-value (LTV) ratio,>30% - <=50%,Unknown Region,Q1-2018,123
